"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.715325612355681","0.9907311797142029","118.87589199091096","147.90822256982855","0.990231454372406","132.41959316278596","137.32424035536505","0.9845624566078186","116.28608653747958","136.19956767664547","0.825804591178894","147.5753644556781","150.02550513343473","0.7570955157279968","91.97923049428105","143.82678546736727","0.9883509278297424","167.83597260518792","198.79611665168696","0.9904118776321411","74.22877891390932","202.99394725698286","0.9565863013267517","224.3906058517157","279.8172402170907","0.936759889125824","-6.495857986749388","238.04613501624726","0.7351388335227966","188.60731336805557","271.0410923240459","0.8665758967399597","-0.7908803029777178","240.33705989871407","0.8253779411315918","159.1339390573938","327.6556666551438","0.8240100145339966","75.79802070567811","325.00750786435293","0.19779248535633087","213.17515254799838","266.96738454092923","0.12178263813257217","73.33672417534723","340.6346035847622","0.08615222573280334","213.67597592422388","264.68462648644913","0.08317118138074875","82.10065455218546","325.6988363350387"
"1","0.7116870923953897","0.9913557171821594","119.68059863919527","146.62457221377213","0.9896371960639954","132.1915051828023","137.11684505496407","0.9840565919876099","116.07018963184233","136.05089575843473","0.8187137246131897","146.98270909926472","149.9064379666759","0.7446611523628235","91.66089824601717","143.3547298465155","0.9880897998809814","169.34286279616015","198.81504295146573","0.9894701242446899","75.20337073631536","202.55507747683907","0.9598355889320374","224.35813355290034","279.3899725179757","0.9300023913383484","-6.093394958895017","236.3596040168695","0.729003369808197","188.21161407271242","271.7009525805448","0.8856700658798218","0.24024922863330717","234.84783341399338","0.827025294303894","159.72900390625","327.25808472759957","0.8272106051445007","77.28158988204657","320.91582981886063","0.17225252091884613","212.74350234885623","268.1410581875692","0.11342384666204453","15.099389568652983","329.0210176991151","0.07083924859762192","213.36532692504088","264.6960341191925","0.07743333280086517","81.91327263327206","326.1584796736726"
"2","0.71186904872165","0.9916818737983704","119.41793204912175","146.06057496197457","0.9915777444839478","132.66682942708334","136.77184518459626","0.9854260683059692","116.7129656224469","136.19365320796462","0.8127585649490356","149.4238759957108","145.58646143010233","0.7438584566116333","95.35695593341504","145.99373336386893","0.9889107942581177","166.68908611621734","210.64555210349835","0.9889304041862488","74.83731138939952","202.64204447248343","0.9635536074638367","225.35451452716504","279.062229932937","0.9373956918716431","-4.888070299734477","236.28060940092647","0.7622196078300476","189.7378599877451","270.872408436463","0.8601008057594299","0.46186204050101487","235.5342520654729","0.814720630645752","161.1295253778595","327.70382501382744","0.8222138285636902","76.22752470128677","325.72372571556974","0.17469140887260437","211.97080524918303","267.1032066682799","0.1191442608833313","15.418626373889401","328.78686955544805","0.07277573645114899","212.90884778390523","264.299067944552","0.07181434333324432","80.86608487796161","326.1980823077987"
"3","0.7154464730445076","0.9909862279891968","119.68317567912582","145.64712929514658","0.9917861819267273","132.61620615042892","136.61996486967644","0.9868637919425964","115.87107938878677","135.88995739422015","0.8047990798950195","146.47910922181373","149.52488181865323","0.7467024922370911","90.88294334660948","143.13189211144913","0.9881445169448853","166.71006944444446","210.2914455717644","0.9881556034088135","73.70649350234886","202.71439543867535","0.9615787267684937","235.23606643178107","287.02897063398785","0.9339867234230042","2.4859040702869692","234.78721416102047","0.7885913252830505","187.8759765625","272.0882125449392","0.8615893721580505","1.4092179840686276","236.78560780212945","0.8247063755989075","159.97831456801472","327.4215833275719","0.8331723809242249","76.06682272518383","324.8833202260786","0.1864921897649765","212.50845715890523","267.5266502177821","0.11777905374765396","13.838308496412889","328.60220850041486","0.07676238566637039","213.75788271037584","264.1883620540653","0.08049361407756805","80.27583103553923","324.55586931346795"
"4","0.712370266809183","0.9909704327583313","119.29027682036357","145.94863756568031","0.992768406867981","133.2474452997345","136.60858964498064","0.9864622950553894","115.70970722273285","135.8869272417727","0.8244891166687012","151.69684117136438","144.98681532598175","0.7672630548477173","96.19728636897467","145.64928443030973","0.9890303015708923","166.3720383986928","210.64884152032636","0.9878612756729126","70.94561408547794","197.49052604742812","0.9612338542938232","227.37240859885623","279.2213210384403","0.9295860528945923","1.2428642721737133","233.88215461663444","0.7566805481910706","188.5202525020425","273.9140819448286","0.8598681688308716","2.1084923837699145","235.86254558732026","0.8239333629608154","159.0045285692402","327.4996867222069","0.8382419943809509","74.53570197610294","320.19860731816925","0.15859301388263702","212.3049906811683","268.35031695070523","0.11040996760129929","14.656406976039115","327.28012219994474","0.06135603040456772","213.4869344873366","264.0092751832135","0.07154665887355804","71.5399050245098","321.36221826603986"
"5","0.7141631298205432","0.9910857081413269","119.41884957107844","146.94623828989216","0.9926772117614746","132.80540715635212","136.92191064885233","0.9860435724258423","115.70961945976308","135.77504655956167","0.8197438716888428","151.02014080371734","144.9620231695935","0.7524175047874451","95.84364149305556","145.84984163267424","0.9888648986816406","167.46597988153596","211.0864149785675","0.9875576496124268","71.1526469311683","197.65912891489216","0.9598242044448853","235.29930364072715","286.8287213080753","0.9320107102394104","1.3386286317912583","234.17197978602047","0.796393632888794","188.094522314134","272.9291365631914","0.8674468398094177","-0.47369389752157376","236.56348304410955","0.82338947057724","159.6576286764706","328.2714195589049","0.8375831246376038","75.30159345639298","320.8540276721516","0.165355384349823","212.05821716707518","266.62428054134404","0.10489985346794128","71.47679547079248","341.2094575324945","0.06938108056783676","213.6386208129085","263.3930523627627","0.06609848886728287","79.52103758169935","324.1355369365321"
"6","0.7180348056204179","0.9911969900131226","119.23627865859886","146.78773052924504","0.9923530220985413","133.331298828125","137.15413051368918","0.9867557287216187","115.72347005208334","135.60698652689436","0.807887852191925","150.501078686683","144.8458889311394","0.7648334503173828","95.69961448120915","145.54480088495578","0.9894192218780518","167.8564453125","211.66133374239493","0.9876331090927124","73.50999221303105","202.43732283600664","0.9594847559928894","235.67764182495915","287.2007008780421","0.9361321330070496","0.9567549961065156","234.31229042795908","0.825466513633728","189.02474596609477","270.9194649215293","0.859917938709259","-0.7682009304271026","236.9916743725802","0.8350224494934082","157.85081252553107","328.188454957135","0.8484475016593933","75.45177983302696","323.96182980157636","0.1726672649383545","211.8371661815768","267.2014192564298","0.11179400235414505","70.88628631791259","341.619127661781","0.06877290457487106","213.28182444852942","264.16528752419805","0.06880685687065125","78.85198854932598","324.05714186946904"
"7","0.7172805719515857","0.9914596080780029","119.47534498825573","145.42521518943585","0.9933825135231018","133.33883846507354","136.55430616530697","0.9867428541183472","115.30287000868056","135.45099038993365","0.8116499781608582","151.0534747753268","143.86159171045355","0.7430600523948669","95.18746968188317","145.89312258019913","0.9891473054885864","167.8014897365196","210.71978273644913","0.9872892498970032","73.75568863613154","202.71423339843753","0.9607019424438477","235.92679291768792","287.18896916482305","0.9324806332588196","1.3310082130182803","234.71045570035955","0.8192644119262695","189.0225279564951","271.0108070035952","0.8714307546615601","0.9608476302203011","235.28934445001386","0.8275711536407471","158.3243017258987","328.62081071971795","0.8338599801063538","76.64968054279004","324.28218335176996","0.17911235988140106","212.01468673406865","266.62291940334626","0.12080791592597961","71.2078737745098","340.17061756775445","0.0762978345155716","212.9794411254085","264.33813584589325","0.06951117515563965","79.43115234375","325.4148770222622"
"8","0.7130195465596283","0.9917335510253906","120.86983475030638","145.25562387652104","0.991212785243988","134.1330454707925","136.85370791274892","0.9845046997070312","115.92591528799021","135.39596152516594","0.82587069272995","147.92403875612746","149.15235131187777","0.7417014241218567","91.37681749131944","142.3301008106333","0.9905188679695129","167.86392910028596","211.19096334001662","0.9869145154953003","72.94644224877452","202.06006075428652","0.9617317318916321","227.22943474264707","279.3124524681969","0.9300963282585144","1.500586216745813","234.4773770222622","0.7629208564758301","187.54201452716504","273.9250682729536","0.8714898824691772","4.86512177909901","232.75339852392148","0.8422109484672546","158.37150224673204","328.2665259437224","0.847874641418457","78.21244383169935","320.8736669489768","0.16325336694717407","212.45720358455884","267.60126974730366","0.10777104645967484","12.590034833920548","329.1821181035675","0.06304087489843369","214.2966196895425","264.6884992481333","0.058486077934503555","80.45659881791259","328.2033626590155"
"9","0.7216661226223496","0.9916926622390747","120.89300417432598","146.08170500898785","0.991905927658081","133.23647492851308","136.94529305517148","0.9839481115341187","114.63630227481619","136.44719756810014","0.8380900025367737","147.22207861008988","147.9255122632052","0.7467382550239563","94.24325980392157","142.60334926368918","0.9885613322257996","168.02147160947715","210.31938130876662","0.9879277348518372","73.94144295087827","195.87971645118918","0.9647848010063171","236.5533726511438","287.10214800539273","0.9351480007171631","0.19703784020118464","234.3059060425885","0.7983552813529968","190.92636208129085","271.31669036055035","0.8921384215354919","39.72974590226716","231.72439440161784","0.8488327860832214","158.90422347324346","327.74297393528764","0.8785403966903687","78.91524969362746","321.1105373686394","0.1649407148361206","211.5307298049428","265.7465247770327","0.12616820633411407","-5.75739393047258","329.2094704957135","0.07279658317565918","212.97390407986111","263.62520741150445","0.057754866778850555","72.47490776909723","331.2463811013551"
